,ability,able,accident,according,account,accountable,accusing,acknowledged,act,action,active,activity,adaptation,add,added,adding,addition,additional,administration,adult,advice,adviser,age,agency,agenda,aide,alan,alert,allegory,allow,alumnus,amazon,america,american,amid,angeles,announced,announcing,answer,appear,appears,apply,apps,april,area,aren,arguing,arizona,article,asked,asking,asserted,assessment,assist,assistance,assistant,associate,athletics,attack,attended,audience,august,author,auto,average,away,backing,bad,basic,basis,basketball,battery,battle,began,begun,believed,beloved,benefit,best,better,big,bigger,billion,black,block,blood,bmovie,board,bob,body,book,border,born,box,branch,break,bring,brought,brown,budget,build,building,bush,business,california,came,campaign,campus,canadian,candidacy,candidate,care,cared,career,carolina,carry,case,causing,cautionary,center,certain,certainly,championship,chance,change,changing,charge,charles,check,chicago,chief,child,choose,chose,christopher,class,classic,clear,climate,clinton,close,closed,coach,coaching,college,colorado,combination,come,comedy,coming,committee,communication,community,company,compared,competing,comprehensive,concern,concluded,condition,conference,confirmed,confusion,congress,congressional,connected,connecticut,conservative,considered,considering,continued,contract,contributed,control,convention,conversation,coronavirus,cost,couldn,counseling,country,county,couple,course,cover,coverage,crazy,critical,criticism,culture,current,currently,cycle,daily,damage,data,database,daughter,david,day,dead,deal,death,decade,december,decide,decided,decision,declined,defense,degree,delay,deliver,demanding,democrat,democratic,department,despite,development,did,didn,diet,different,director,disaster,discussion,disease,disorder,doctor,document,doe,doesn,doing,don,door,dozen,draft,drained,draw,drink,driver,driving,earlier,early,earn,earned,economic,education,effect,election,element,emergency,employment,encouraged,encouraging,end,ended,environment,equal,equipment,era,especially,evaluate,eventually,evidence,example,excellent,excess,executive,existing,expect,expected,expense,experience,expert,explaining,extreme,face,factor,failure,fall,fame,familiar,family,famous,fantastic,far,fast,faster,father,fear,feature,federal,feel,feeling,felt,female,fewer,figure,film,final,finally,finance,financial,finding,firm,florida,focus,focused,follow,followup,force,forgo,forward,franchise,french,frequent,friday,friend,fund,funding,future,gain,gained,game,gave,general,generally,generous,george,germany,getting,given,glass,glimpse,goal,going,gone,good,google,got,government,governor,grave,great,greater,grew,group,growing,growth,grueling,guy,half,hall,happened,happening,hard,hasn,haven,having,head,health,healthy,hearing,heart,heavily,heightened,help,helped,helping,high,higher,highly,highpowered,hill,hired,history,hold,home,hope,hospital,hospitalized,host,hour,house,hurt,husband,ice,idea,illinois,image,impact,important,inch,incidence,include,included,includes,including,increase,increased,increasing,independent,industry,influence,information,initially,injured,injury,inside,inspired,instead,institute,intelligence,interestingly,international,interview,investment,involved,iowa,island,isn,issue,issued,january,jeff,jersey,jessica,jim,job,joe,john,johnson,jordan,journal,jr,judge,july,jumped,june,junior,kansa,kenny,kevin,kill,killed,killer,kind,king,knew,known,la,land,landed,large,largely,larger,late,later,latest,law,lawyer,le,lead,leader,leadership,leading,learn,learned,learning,leave,led,left,leg,legislation,let,letter,level,life,light,lighter,like,likely,limited,limiting,link,lisa,list,little,live,lived,ll,local,long,longer,longterm,longtime,look,looking,los,losing,loss,lot,louis,love,lower,lynch,machine,main,major,majority,make,making,man,management,manager,mandated,mark,mass,master,material,matter,mean,meant,measure,medical,medication,medicine,medium,meet,meeting,member,men,message,mexico,michael,michigan,mike,mile,million,minority,minute,mix,mode,model,moderate,moment,money,month,movie,moving,multibilliondollar,multiple,named,narcissistic,nation,national,native,ncaa,nearly,need,needed,news,night,nightmare,nominated,nominee,normal,normally,north,nose,november,number,obama,october,offer,office,official,officially,ohio,old,older,open,opening,opportunity,opposed,order,original,outlet,outside,outweigh,oversight,overwhelmed,owned,page,paid,pain,paint,pair,pandemic,paper,parent,parker,particular,particularly,partly,party,past,patient,paul,pay,pennsylvania,percent,period,person,personal,phone,photo,physical,physically,pick,place,plan,planned,planning,platform,play,played,player,playing,plenty,plus,point,policy,political,politics,pool,popular,possible,power,prefer,president,presidential,prevention,price,private,pro,probably,problem,process,produced,professional,professor,program,project,prolonged,protect,prove,provide,provided,provides,public,publicly,published,pull,pushed,pushing,qualified,quality,question,quite,racked,raised,raising,ran,range,rank,rate,ray,ready,real,really,reassuring,receive,received,receiving,recent,recently,recommendation,recommended,record,recruiting,red,reduce,reducing,reelection,referred,regular,regularly,related,relation,relationship,relative,release,released,relief,relies,remains,remake,remember,report,reported,reporter,reporting,republican,requiring,research,researcher,rest,restaurant,result,retired,retirement,return,returned,returning,revenue,rife,right,rise,risk,road,role,room,rosemary,roughly,rule,run,running,safe,safely,safety,sample,satisfying,save,saw,say,saying,scheduled,school,science,scientist,screen,search,season,seat,second,secretary,section,sector,seeing,seeking,seen,selection,senate,senator,send,senior,sense,sept,september,series,seriously,serve,served,service,session,set,seton,setting,seven,severe,share,sheet,shift,short,shot,showed,shown,sign,signed,significantly,situation,slavery,small,smith,soared,social,socially,solid,somebody,sought,source,south,southern,speak,speaking,speed,spend,spin,split,spoke,sport,st,staff,standard,start,started,state,statement,step,stephen,stop,story,stranger,strategy,stream,strength,stress,stressed,strictvar,strong,struggling,student,study,style,subject,sudden,suggest,suggestion,summer,superhero,support,supported,sure,survey,surveyed,survival,symptom,taken,taking,talk,tapped,task,tax,team,technology,telling,temperature,tense,term,texas,text,thing,think,thinking,thursday,tied,tip,title,today,told,tom,took,tool,total,touch,tournament,town,tradition,training,transfer,transformed,transition,traveling,treat,treated,trial,trip,trump,try,trying,tuesday,turn,twice,twitter,type,ultimately,unable,uncertain,uncommon,underrated,understand,united,university,unlikely,unprecedented,unusual,update,upset,urgency,use,used,using,value,vary,ve,vermont,version,versus,vice,victory,video,virginia,virus,visit,voice,vote,want,wanted,warned,washington,waste,watch,water,way,web,wednesday,weekend,weekly,weekthe,weigh,went,west,white,wife,william,willing,win,wind,winning,woman,won,wonder,wood,work,worked,worker,working,world,worried,worry,wrote,yes,york,young,younger,zone
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,2,0,0,0,1,1,0,0,0,2,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,3,0,1,0,5,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,6,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,1,1,0,1,1,0,1,0,7,2,2,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,5,8,1,0,0,5,1,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,4,0,0,0,0,6,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,1,2,0,1,0,1,2,0,4,0,3,6,1,0,0,1,0,0,0,3,0,0,0,1,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,9,0,0,2,2,0,1,0,0,0,2,0,0,0,0,7,1,1,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,26,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,8,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,15,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,3,0,2,1,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,4,0,0,0,1,0,1,0,1,1,0,0,3,0,0,0
